,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SourceEUI(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
869,Multifamily LR (1-4),Low-Rise Multifamily,7,DOWNTOWN,47.61553,-122.33769,1907,3,0,"Multifamily Housing, Retail Store",Multifamily Housing,Retail Store,1800.0,191.8000031,1968544.625,0.0,1257736.0,False,Compliant,40.38,1.03
870,Multifamily LR (1-4),Low-Rise Multifamily,7,DOWNTOWN,47.61586,-122.33845,1909,3,0,"Multifamily Housing, Retail Store",Multifamily Housing,Retail Store,4509.0,117.5999985,930997.8125,0.0,493541.0,False,Compliant,25.2,1.07
871,Multifamily LR (1-4),Low-Rise Multifamily,7,DOWNTOWN,47.61369,-122.34022,1917,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,87.80000305,1601187.75,0.0,178191.0,False,Compliant,66.82,3.16
872,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61374,-122.33983,1914,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,90.30000305,2304949.25,1472483.375,434778.0,False,Compliant,126.44,3.43
873,NonResidential,Other,7,DOWNTOWN,47.61362,-122.33959,1927,4,0,"Bank Branch, Financial Office",Financial Office,Bank Branch,6480.0,127.4000015,2013033.75,882630.6875,974524.0,False,Compliant,74.92,2.32
874,NonResidential,Hotel,7,DOWNTOWN,47.61798,-122.33974,1960,7,12960,Hotel,Hotel,Rien,28444.075817081597,132.1000061,4077797.0,0.0,1859869.0,False,Compliant,126.3,2.06
875,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61524,-122.33519,1978,5,11250,"Office, Parking",Office,Parking,0.0,229.3000031,3603400.0,0.0,1834098.0,False,Compliant,99.15,2.28
876,Multifamily HR (10+),Other,7,DOWNTOWN,47.61397,-122.33351,2008,27,161025,Other,Other,Rien,28444.075817081597,128.8000031,16224524.0,0.0,10732395.0,False,Compliant,332.85,0.66
877,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61297,-122.33263,1970,23,39504,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,Parking,15360.0,171.1000061,8499356.0,0.0,6014001.0,False,Compliant,137.94,0.77
878,Multifamily LR (1-4),Low-Rise Multifamily,6,BALLARD,47.66812,-122.39756,1949,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,67.5,5003620.0,0.0,2807940.0,False,Compliant,119.63,0.75
879,Multifamily LR (1-4),Low-Rise Multifamily,6,BALLARD,47.66766,-122.4002,1968,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,79.90000153,2102257.75,0.0,1336456.0,False,Compliant,43.03,0.71
880,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.58163,-122.37355,1990,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,68.09999847,910793.0,0.0,466238.0,False,Compliant,25.39,0.91
881,Multifamily LR (1-4),Low-Rise Multifamily,3,CENTRAL,47.5997,-122.30015,1986,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,108.1999969,1466592.75,0.0,1372575.0,False,Compliant,9.57,0.24
882,NonResidential,Worship Facility,6,Northwest,47.67572,-122.3285,1910,2,0,Worship Facility,Worship Facility,Rien,28444.075817081597,36.40000153,0.0,0.0,167075.0,False,Compliant,18.66,0.78
883,NonResidential,Worship Facility,6,Northwest,47.67491,-122.33316,1948,2,0,Worship Facility,Worship Facility,Rien,28444.075817081597,67.5,981916.5,0.0,266359.0,False,Compliant,32.64,1.53
884,Multifamily MR (5-9),Mid-Rise Multifamily,2,DOWNTOWN,47.59886,-122.32544,1915,6,0,"Multifamily Housing, Office, Restaurant, Retail Store, Social/Meeting Hall, Supermarket/Grocery Store",Multifamily Housing,Office,22372.0,148.3999939,7961096.0,0.0,2194730.0,False,Compliant,303.36,2.02
885,Multifamily MR (5-9),Mid-Rise Multifamily,2,SOUTHEAST,47.57298,-122.29456,2010,6,14081,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,Parking,14081.0,67.5,1788246.625,0.0,1193396.0,False,Compliant,36.28,0.47
886,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.57285,-122.29209,1956,2,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,152.3000031,1047338.5,0.0,991514.0,False,Compliant,6.91,0.34
887,NonResidential,Mixed Use Property,2,SOUTHEAST,47.57256,-122.29265,1990,2,0,"Distribution Center, Non-Refrigerated Warehouse, Office",Distribution Center,Non-Refrigerated Warehouse,15724.0,51.09999847,1221954.375,0.0,583296.0,False,Compliant,33.23,0.7
888,NonResidential,Senior Care Community,3,EAST,47.60897,-122.32507,2006,6,0,"Bank Branch, Parking, Senior Care Community",Senior Care Community,Bank Branch,15661.0,41.59999847,1147752.25,0.0,481168.0,False,Compliant,34.98,0.56
889,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.69799,-122.3282,1982,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,71.80000305,1024789.0,0.0,952895.0,False,Compliant,6.64,0.16
890,NonResidential,Residence Hall,4,NORTHEAST,47.66159,-122.30441,1930,3,0,Residence Hall/Dormitory,Residence Hall/Dormitory,Rien,28444.075817081597,107.9000015,1667310.5,0.0,328800.0,False,Compliant,64.51,3.08
891,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61562,-122.3339,2012,7,0,"Multifamily Housing, Office, Other, Other - Lodging/Residential, Worship Facility",Multifamily Housing,Worship Facility,12690.0,140.3999939,5821140.5,0.0,1833204.0,False,Compliant,200.3,2.97
892,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61589,-122.33342,2008,37,0,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Multifamily Housing,Parking,108300.0,73.80000305,10593982.0,0.0,9528945.0,False,Compliant,122.99,0.24
893,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61631,-122.33518,1929,5,0,"Multifamily Housing, Office, Other",Multifamily Housing,Other,1500.0,107.8000031,2386365.75,0.0,840618.0,False,Compliant,79.58,2.64
894,NonResidential,University,7,DOWNTOWN,47.61679,-122.33619,1910,3,0,College/University,College/University,Rien,28444.075817081597,72.80000305,773795.625,0.0,642346.0,False,Compliant,8.45,0.29
895,NonResidential,K-12 School,7,DOWNTOWN,47.61718,-122.33654,1957,2,0,K-12 School,K-12 School,Rien,28444.075817081597,120.3000031,1415640.0,0.0,609724.0,False,Compliant,38.87,1.8
896,NonResidential,K-12 School,7,DOWNTOWN,47.61687,-122.33533,1995,3,0,K-12 School,K-12 School,Rien,28444.075817081597,127.9000015,990507.3125,0.0,931148.0,False,Compliant,6.49,0.28
897,Multifamily LR (1-4),Low-Rise Multifamily,6,LAKE UNION,47.65434,-122.35044,1990,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,9300.0,85.90000153,744687.3125,0.0,697398.0,False,Compliant,4.86,0.19
898,Multifamily MR (5-9),Mid-Rise Multifamily,2,SOUTHEAST,47.53691,-122.27984,2010,7,0,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,Retail Store,12368.0,61.09999847,10984338.0,0.0,6518153.0,False,Compliant,262.98,0.68
899,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.66415,-122.28447,1966,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,95.80000305,817703.125,0.0,767298.0,False,Compliant,5.35,0.21
900,NonResidential,Worship Facility,4,NORTHEAST,47.66516,-122.2738,1972,1,0,"Parking, Worship Facility",Worship Facility,Parking,0.0,61.0,996850.0,0.0,323802.0,False,Compliant,32.22,1.22
901,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.56937,-122.37183,1992,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,92.19999695,959916.8125,0.0,917194.0,False,Compliant,6.39,0.2
902,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.61565,-122.3135,2005,7,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,61200.0,82.19999695,4496901.0,0.0,3412619.0,False,Compliant,67.23,0.48
903,Multifamily LR (1-4),Low-Rise Multifamily,1,DELRIDGE,47.5536,-122.36338,1999,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,84.5,627235.6875,0.0,596242.0,False,Compliant,4.16,0.15
904,NonResidential,Worship Facility,2,SOUTHEAST,47.54362,-122.2667,1965,2,0,Worship Facility,Worship Facility,Rien,28444.075817081597,87.69999695,942745.6875,0.0,479159.0,False,Compliant,23.59,1.09
905,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.54557,-122.27438,1961,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,107.5,1594122.125,0.0,1497496.0,True,Error - Correct Default Data,10.44,0.24
906,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.5459,-122.27507,1968,3,0,"Multifamily Housing, Non-Refrigerated Warehouse, Parking, Residence Hall/Dormitory",Multifamily Housing,Parking,2000.0,78.80000305,1424020.625,0.0,1359765.0,False,Compliant,9.48,0.16
907,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.54163,-122.27358,1968,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,65.09999847,6396446.0,0.0,2045497.0,False,Compliant,218.2,1.36
908,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.53928,-122.27045,1969,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,102.1999969,1181549.625,0.0,1128208.0,False,Compliant,7.87,0.23
909,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.65388,-122.39196,1977,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,5110.0,104.4000015,789306.3125,0.0,744245.0,False,Compliant,5.19,0.23
910,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.62379405,-122.3201913,2007,6,0,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,Parking,23500.0,101.8000031,5932130.0,0.0,3198769.0,False,Compliant,155.54,1.07
911,NonResidential,Mixed Use Property,6,BALLARD,47.66835,-122.38886,1945,1,0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,Retail Store,10240.0,37.09999847,380806.5938,0.0,258178.0,False,Compliant,6.69,0.32
912,NonResidential,Mixed Use Property,6,BALLARD,47.6684,-122.38788,1960,4,0,"Medical Office, Multifamily Housing, Office, Restaurant, Retail Store",Retail Store,Multifamily Housing,5264.0,198.3999939,1695247.625,0.0,1123427.0,False,Compliant,37.31,1.82
913,SPS-District K-12,K-12 School,4,NORTHEAST,47.67365,-122.26293,1958,1,0,K-12 School,K-12 School,Rien,28444.075817081597,76.40000153,1564929.125,0.0,798804.0,True,Error - Correct Default Data,38.78,1.0
914,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.61927,-122.31786,1985,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,82.59999847,633873.875,0.0,601813.0,False,Compliant,4.2,0.18
915,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.72098,-122.31228,1965,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,74.69999695,539732.375,0.0,510528.0,False,Compliant,3.56,0.17
916,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.72142,-122.31203,1984,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,120.5,2044956.25,0.0,1928562.0,False,Compliant,13.44,0.27
917,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.70847,-122.35593,1978,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,2344.0,91.09999847,625007.125,0.0,593953.0,False,Compliant,4.14,0.18
918,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.7064,-122.35574,1988,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,14208.0,84.90000153,1224890.25,0.0,1168018.0,False,Compliant,8.14,0.14
919,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.66085,-122.31244,1928,8,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,75.40000153,3392243.75,0.0,1773834.0,False,Compliant,87.31,0.93
920,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.66112,-122.31285,1909,4,0,"Multifamily Housing, Retail Store",Multifamily Housing,Retail Store,7620.0,97.69999695,624285.0,0.0,630214.0,False,Compliant,4.39,0.22
921,NonResidential,Retail Store,4,NORTHEAST,47.66033,-122.31348,1900,3,0,Retail Store,Retail Store,Rien,28444.075817081597,77.5,813641.0,0.0,813641.0,False,Compliant,5.67,0.17
922,NonResidential,Other,4,NORTHEAST,47.66097,-122.3139,1921,3,0,"Multifamily Housing, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,Multifamily Housing,4540.0,73.0,688641.8125,0.0,688642.0,False,Compliant,4.8,0.16
923,NonResidential,Hotel,4,NORTHEAST,47.66023,-122.31581,1930,3,0,Hotel,Hotel,Rien,28444.075817081597,109.3000031,759756.5,0.0,716279.0,False,Compliant,4.99,0.24
924,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65998,-122.31579,1956,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,82.0,668509.5,0.0,620154.0,False,Compliant,4.32,0.18
925,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65909,-122.31691,1964,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,89.30000305,679473.625,0.0,635223.0,False,Compliant,4.43,0.2
926,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65915,-122.31579,1981,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,86.90000153,629576.3125,0.0,585737.0,False,Compliant,4.08,0.17
927,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.65893,-122.31634,1962,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,68.90000153,734331.375,0.0,682089.0,False,Compliant,4.76,0.15
928,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65847,-122.3147,1925,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,97.0,956418.125,0.0,887017.0,False,Compliant,6.18,0.22
929,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65848,-122.31397,1924,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,69.0,690908.0,0.0,412960.0,False,Compliant,15.97,0.71
930,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65874,-122.31395,1923,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,72.19999695,868611.1875,0.0,448683.0,False,Compliant,21.97,0.89
931,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.65964,-122.31394,1928,8,0,"Medical Office, Multifamily Housing, Other - Restaurant/Bar",Multifamily Housing,Medical Office,1276.0,95.0,2784970.5,0.0,1576289.0,False,Compliant,63.68,1.0
932,NonResidential,Worship Facility,4,NORTHEAST,47.65926,-122.31241,1926,2,0,"Other, Worship Facility",Worship Facility,Other,10206.0,107.1999969,3518393.25,0.0,934028.0,False,Compliant,118.37,2.47
933,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65853,-122.3128,1916,3,0,"Multifamily Housing, Retail Store",Multifamily Housing,Retail Store,7006.0,140.8999939,1821250.25,0.0,602752.0,False,Compliant,59.61,2.67
934,NonResidential,Residence Hall,4,NORTHEAST,47.65711,-122.31409,1993,3,0,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,Parking,7000.0,242.5,2759011.75,0.0,1187175.0,False,Compliant,89.57,3.13
935,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65755,-122.31406,1964,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,83.90000153,755167.0,0.0,711594.0,False,Compliant,4.96,0.19
936,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65766,-122.31471,1963,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,88.90000153,841625.5,0.0,783355.0,False,Compliant,5.46,0.16
937,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.6573,-122.31474,1963,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,110.0,745974.0,0.0,705948.0,False,Compliant,4.92,0.19
938,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65698,-122.31491,1927,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,80.30000305,1012997.125,0.0,520537.0,False,Compliant,26.21,1.01
939,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.65807,-122.31713,1941,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,103.9000015,866224.1875,0.0,811908.0,False,Compliant,5.66,0.23
940,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.65769,-122.31702,1970,9,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,10000.0,110.5999985,2024001.75,0.0,1884194.0,False,Compliant,13.14,0.18
941,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.65972,-122.31807,2008,6,0,"Multifamily Housing, Retail Store",Multifamily Housing,Retail Store,3700.0,80.40000153,4052458.75,0.0,3630201.0,False,Compliant,39.49,0.27
942,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.66085,-122.31846,2004,7,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,84.80000305,3202201.5,0.0,3091348.0,False,Compliant,21.55,0.13
943,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.65732,-122.31827,1998,6,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,43332.0,110.0999985,3069203.75,0.0,2210349.0,False,Compliant,51.28,0.74
944,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.65715,-122.31858,1999,6,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,26136.0,75.19999695,1187953.75,0.0,1144018.0,False,Compliant,7.98,0.17
945,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.70801,-122.3175,1969,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,98.30000305,1005687.125,0.0,914834.0,False,Compliant,8.64,0.29
946,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.55694,-122.38652,2003,8,0,"Medical Office, Multifamily Housing, Parking",Multifamily Housing,Parking,17566.0,90.5,1845625.25,0.0,1048835.0,False,Compliant,43.57,1.07
947,Multifamily MR (5-9),Mid-Rise Multifamily,6,NORTHWEST,47.69455,-122.35573,1971,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,122.5999985,2892510.0,0.0,1957162.0,False,Compliant,52.09,0.92
948,Multifamily LR (1-4),Low-Rise Multifamily,6,BALLARD,47.66965,-122.39489,1975,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,63.20000076,669900.5,0.0,623322.0,False,Compliant,4.35,0.14
949,Multifamily LR (1-4),Low-Rise Multifamily,6,BALLARD,47.66927,-122.39485,1988,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,96.69999695,997496.6875,0.0,948224.0,False,Compliant,6.61,0.17
950,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.57602,-122.38712,1984,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,121.5,1691910.125,0.0,1604130.0,False,Compliant,11.18,0.27
951,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.72971,-122.31089,1975,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,84.5,3786654.0,0.0,3515820.0,False,Compliant,24.51,0.19
952,NonResidential,Residence Hall,3,EAST,47.60817,-122.32654,1982,15,31535,"Office, Residence Hall/Dormitory",Residence Hall/Dormitory,Office,25000.0,51.70000076,3042217.25,0.0,2882489.0,False,Compliant,20.09,0.17
953,NonResidential,Worship Facility,4,NORTHEAST,47.68752,-122.29852,2000,2,0,Worship Facility,Worship Facility,Rien,28444.075817081597,89.0,0.0,0.0,710478.0,False,Compliant,27.14,0.86
954,Campus,K-12 School,4,NORTHEAST,47.687,-122.30013,1989,3,0,K-12 School,K-12 School,Rien,28444.075817081597,144.8999939,7109712.5,0.0,3307692.0,False,Compliant,202.65,9.43
955,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.61255,-122.3239,1989,5,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,44200.0,92.09999847,2993138.0,0.0,2834238.0,False,Compliant,19.76,0.14
956,Multifamily LR (1-4),Low-Rise Multifamily,4,NORTHEAST,47.66085,-122.28577,1961,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,65.90000153,650822.3125,0.0,606111.0,False,Compliant,4.23,0.14
957,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62479,-122.36444,2002,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,67.80000305,464720.5938,0.0,464721.0,False,Compliant,3.24,0.15
958,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.70395,-122.33471,1988,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,66.59999847,1057211.625,0.0,1016147.0,False,Compliant,7.08,0.15
959,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.54192,-122.38682,1985,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,67.69999695,918342.125,0.0,853314.0,False,Compliant,5.95,0.15
960,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.63785,-122.37352,1989,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,70.40000153,518426.5938,0.0,488515.0,False,Compliant,3.41,0.15
961,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.63282,-122.34305,1991,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,107.0,1652666.75,0.0,1544388.0,False,Compliant,10.77,0.2
962,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.58143,-122.3751,1990,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,30.89999962,702481.375,0.0,702481.0,False,Non-Compliant,4.9,0.07
963,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64834,-122.33188,2012,2,26497,Office,Office,Rien,28444.075817081597,149.3999939,2641681.75,0.0,2605669.0,False,Compliant,20.08,0.24
964,NonResidential,Hotel,7,DOWNTOWN,47.61345,-122.34068,1925,9,0,"Hotel, Restaurant",Hotel,Restaurant,8000.0,176.6000061,9037184.0,3578548.25,4159822.0,False,Compliant,355.8,3.42
965,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.57405,-122.30301,1971,1,0,K-12 School,K-12 School,Rien,28444.075817081597,96.09999847,2644410.5,0.0,1359846.0,True,Error - Correct Default Data,61.84,1.12
